player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Tyrone Mings,Aston Villa,DEF,4.5,50,0,2.9,0.3,0,1,1322,3,23,0,0,0,0,1,0,4,282.6,80.5,105.0,46.8,0.0,0,0.0,11.1,0,0,0,0,0.0,0.0,0.0,0.0,1.3,0.42,1.72,23.37,15,5,102,47,107,7.28,,212,81,256,85,226,68,255,81,,,,,,,0.09,0.0,0.03,0.12,1.59,1.57,412,86,90,58,178,73,318,119,1.02,0.2
Dan Ndoye,Nott'm Forest,MID,5.5,50,0,2.1,0.5,1,2,1167,2,17,0,0,0,0,1,0,4,166.4,217.7,180.0,56.6,0.0,0,0.0,9.1,0,0,0,0,0.0,0.0,0.0,0.0,1.05,1.51,2.56,15.96,14,22,24,50,96,7.4,,265,121,152,103,173,92,230,118,,,,,,,0.08,0.0,0.12,0.2,1.23,1.31,170,106,429,157,277,118,258,83,1.08,0.15
Kevin Kevin,Fulham,MID,5.5,49,0,1.9,0.1,1,3,1030,4,15,0,0,0,0,1,0,0,216.0,246.6,243.0,70.4,0.0,0,0.0,8.9,0,0,0,0,0.0,0.0,0.0,0.0,1.21,1.47,2.68,14.57,9,21,17,48,86,7.51,,241,108,138,95,121,70,199,99,3.0,,,,,,0.11,0.0,0.13,0.24,1.27,1.31,210,133,469,184,296,128,468,192,0.79,0.35
Lucas Bergvall,Spurs,MID,5.5,49,0,2.1,0.2,1,3,955,3,18,0,0,0,0,2,0,0,164.6,106.4,147.0,41.5,0.0,0,0.0,8.9,0,0,0,0,0.0,0.0,0.0,0.0,1.23,0.43,1.66,13.66,11,22,18,39,79,7.45,,267,123,235,138,196,108,267,129,,,,,,,0.12,0.0,0.04,0.16,1.29,1.7,212,134,471,185,279,120,348,121,1.04,0.28
Nicolás Dominguez,Nott'm Forest,MID,5.0,48,0,1.8,0.1,1,1,1168,3,20,0,0,0,0,3,0,3,264.8,193.5,138.0,59.7,0.0,0,0.0,9.6,0,0,0,0,0.0,0.0,0.0,0.0,1.47,0.77,2.24,23.21,17,56,29,58,143,11.02,,219,96,175,117,198,109,223,113,,,,,,,0.11,0.0,0.06,0.17,1.79,1.54,293,176,270,63,303,132,447,179,1.31,0.23
Anthony Elanga,Newcastle,MID,6.0,48,0,1.5,0.7,0,1,1302,2,28,0,0,0,0,0,0,0,130.4,266.7,185.0,57.8,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,1.65,1.74,3.39,21.11,14,14,9,32,55,3.8,,290,134,135,92,168,88,228,117,4.0,,,,,,0.11,0.0,0.12,0.23,1.46,1.94,86,55,513,205,332,148,219,72,0.97,0.14
Andrey Andrey Santos,Man Utd,MID,5.0,47,0,1.7,1.2,1,0,1247,1,18,0,0,0,0,4,0,3,229.6,153.9,91.0,47.5,0.0,0,0.0,9.4,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.88,2.88,18.91,13,37,44,48,129,9.31,,233,103,200,128,241,129,251,124,,,,,,,0.14,0.0,0.06,0.2,1.36,1.3,356,208,333,95,316,139,178,59,0.94,0.07
Ryan Christie,Bournemouth,MID,5.0,47,0,1.8,0.0,2,1,978,3,14,0,0,0,0,3,1,2,226.6,197.0,220.0,64.7,0.0,0,0.0,9.4,0,0,0,0,0.0,0.0,0.0,0.0,1.81,0.79,2.6,19.14,9,27,34,62,123,11.32,Suspended until 29 Aug,235,105,173,115,138,78,210,107,6.0,,,,,,0.17,0.0,0.07,0.24,1.76,1.29,244,148,221,35,302,131,558,236,0.83,0.28
Wilson Odobert,Spurs,MID,5.5,46,0,1.9,0.0,0,2,972,2,13,0,0,0,0,0,0,6,158.8,284.3,234.0,67.6,0.0,0,0.0,8.4,0,0,0,0,0.0,0.0,0.0,0.0,1.92,1.21,3.13,14.24,10,10,14,53,77,7.13,Knee injury - Unknown return date,270,125,129,88,128,73,205,102,,,,,,,0.18,0.0,0.11,0.29,1.32,1.2,209,132,468,183,295,127,591,261,0.93,0.19
Bafodé Diakité,Bournemouth,DEF,5.0,46,0,2.6,0.2,0,0,1275,4,27,0,0,0,0,1,0,2,267.0,54.3,22.0,34.4,0.0,0,0.0,9.2,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0.19,0.21,22.47,15,20,97,48,117,8.26,,217,83,280,95,308,107,279,91,,,,,,,0.0,0.0,0.01,0.01,1.59,1.91,290,52,267,135,224,91,369,136,1.06,0.28
Liam Delap,Chelsea,FWD,5.5,45,0,1.6,0.5,1,2,1092,2,18,0,0,0,0,4,0,1,67.8,73.7,349.0,47.3,0.0,0,0.0,8.2,0,0,0,0,0.0,0.0,0.0,0.0,4.54,0.23,4.76,16.67,12,5,12,25,42,3.46,,323,36,263,31,77,22,254,32,,,,,4.0,,0.37,0.0,0.02,0.39,1.37,1.48,172,39,431,35,326,36,261,46,0.99,0.16
Benjamin White,Arsenal,DEF,5.5,45,0,3.8,3.1,0,1,699,5,6,0,0,0,0,0,0,3,154.8,133.4,54.0,34.3,0.0,0,0.0,8.2,0,0,0,0,0.0,0.0,0.0,0.0,0.45,0.69,1.14,8.68,9,15,38,28,53,6.82,,272,101,213,58,275,89,280,92,,,,,,,0.06,0.0,0.09,0.15,1.12,0.77,129,13,388,164,71,27,99,37,1.16,0.64
Will Hughes,Crystal Palace,MID,4.5,45,0,1.5,11.0,0,1,1560,5,18,0,0,0,0,7,0,0,198.0,322.9,90.0,60.9,0.0,0,0.0,10.0,0,0,0,0,0.0,0.0,0.0,0.0,1.11,1.94,3.05,25.35,19,28,54,66,148,8.54,,253,115,110,79,243,131,220,111,3.0,,,,,,0.06,0.0,0.11,0.17,1.46,1.04,404,238,82,2,328,145,40,14,1.1,0.29
Evann Guessand,Crystal Palace,MID,5.5,44,0,2.1,0.0,1,3,909,2,15,0,0,0,0,0,0,0,159.4,76.6,187.0,42.0,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,1.56,0.85,2.41,14.48,9,24,16,43,83,8.22,,269,124,261,144,164,87,265,127,,,,,,,0.15,0.0,0.08,0.23,1.43,1.49,187,115,446,166,278,119,515,217,0.89,0.2
Conor Gallagher,Spurs,MID,5.5,44,0,2.8,0.3,1,1,1183,2,23,0,0,0,0,2,0,3,190.6,205.9,154.0,55.1,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,1.23,0.7,1.93,19.03,14,22,29,73,124,9.43,,256,116,163,109,194,107,235,121,,,,,,,0.09,0.0,0.05,0.14,1.45,1.75,147,91,406,142,197,74,312,104,1.07,0.15
Taiwo Awoniyi,Coventry City,FWD,5.5,43,0,2.5,0.6,4,2,480,1,4,0,0,0,0,2,0,4,177.2,79.0,235.0,48.4,0.0,0,0.0,7.8,0,0,0,0,0.0,0.0,0.0,0.0,3.68,0.77,4.45,10.35,3,2,6,18,26,4.88,,258,25,258,30,126,31,247,28,,,,,,,0.69,0.0,0.14,0.83,1.94,0.75,139,35,398,31,235,24,249,43,0.56,0.19
Rio Ngumoha,Liverpool,MID,6.0,43,0,2.3,1.2,2,1,547,2,12,0,0,0,0,0,0,4,176.0,222.8,203.0,60.1,0.0,0,0.0,7.2,0,0,0,0,0.0,0.0,0.0,0.0,1.34,2.01,3.35,8.92,5,4,7,19,30,4.94,,260,118,151,102,152,83,222,112,,,,,,,0.22,0.0,0.33,0.55,1.47,1.97,109,71,536,221,261,109,174,58,0.82,0.33
Matthijs De Ligt,Man Utd,DEF,5.0,43,0,3.3,0.0,1,0,1170,1,20,0,0,0,0,0,0,5,276.6,60.2,122.0,45.7,0.0,0,0.0,8.6,0,0,0,0,0.0,0.0,0.0,0.0,1.38,0.83,2.21,18.73,13,19,88,40,107,8.23,Back injury - Unknown return date,214,82,275,93,213,60,259,84,,,,,,,0.11,0.0,0.06,0.17,1.44,1.54,262,43,239,126,127,49,525,176,1.0,0.08
Sávio Savinho,Man City,MID,6.5,43,0,1.8,0.1,1,2,817,3,7,0,0,0,0,2,0,1,138.6,198.4,321.0,65.8,0.0,0,0.0,6.6,0,0,0,0,0.0,0.0,0.0,0.0,2.5,1.59,4.09,11.24,7,9,11,39,59,6.5,,286,132,171,113,88,55,209,106,,,,,,,0.28,0.0,0.18,0.46,1.24,0.77,51,36,558,239,310,135,420,168,0.77,0.33
Lucas Estella Perri,Leeds,GKP,4.5,43,0,2.7,0.6,0,0,1440,3,29,0,0,0,38,2,0,3,322.4,0.0,0.0,32.2,0.0,0,0.0,9.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,16,0,16,100,0,0.0,,192,19,451,44,435,36,284,19,,,,,,,0.0,2.38,0.0,0.0,1.67,1.81,426,32,104,32,203,24,235,30,1.0,0.19
Conor Bradley,Liverpool,DEF,5.0,42,0,2.8,0.0,0,2,928,4,13,0,0,0,0,5,0,2,157.4,105.2,62.0,32.3,0.0,0,0.0,8.4,0,0,0,0,0.0,0.0,0.0,0.0,0.18,0.84,1.02,10.77,12,19,46,43,65,6.3,Knee injury - Unknown return date,271,100,237,75,268,85,283,94,,,,,,,0.02,0.0,0.08,0.1,1.04,1.26,335,68,312,151,195,83,564,192,1.16,0.39
Oscar Bobb,Fulham,MID,5.5,42,0,1.8,0.3,0,2,1030,4,13,0,0,0,0,1,0,0,140.4,315.4,205.0,66.4,0.0,0,0.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,1.47,2.1,3.57,12.71,11,21,12,43,76,6.64,,282,130,114,81,150,81,207,104,2.0,,,,,,0.13,0.0,0.18,0.31,1.11,1.14,183,112,442,163,308,134,296,97,0.96,0.35
Ayden Heaven,Man Utd,DEF,4.5,42,0,2.5,0.4,0,1,920,2,15,1,0,0,0,2,0,3,233.6,32.0,26.0,29.1,0.0,0,0.0,9.3,0,0,0,0,0.0,0.0,0.0,0.0,0.34,0.18,0.52,11.95,11,22,71,39,93,9.1,,231,87,307,105,303,103,292,99,,,,,,,0.03,0.0,0.02,0.05,1.17,1.47,514,142,192,114,230,94,291,109,1.08,0.2
Joshua Zirkzee,Man Utd,FWD,5.5,42,0,1.8,0.7,2,1,607,2,8,0,0,0,0,3,0,6,164.4,177.7,245.0,58.3,0.0,0,0.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,2.74,0.34,3.08,9.41,5,9,14,21,44,6.52,,268,26,185,17,117,30,225,25,,,,,,,0.41,0.0,0.05,0.46,1.4,1.19,171,38,430,34,307,31,230,39,0.74,0.3
Chris Wood,Nott'm Forest,FWD,6.0,41,0,2.7,1.7,3,0,896,2,14,0,0,0,0,0,0,4,139.0,88.4,266.0,48.0,0.0,0,0.0,6.8,0,0,0,0,0.0,0.0,0.0,0.0,4.29,0.32,4.61,14.44,11,1,14,14,29,2.91,,285,31,244,26,111,28,249,29,,,,,1.0,,0.43,0.0,0.03,0.46,1.45,1.41,58,14,485,45,213,21,141,19,1.1,0.2
Alexander Isak,Liverpool,FWD,9.0,41,0,2.9,15.4,3,1,694,1,9,0,0,0,0,0,0,4,146.4,39.2,191.0,36.9,0.0,0,0.0,4.6,0,0,0,0,0.0,0.0,0.0,0.0,2.59,0.08,2.67,8.38,8,7,10,13,30,3.89,,277,28,299,37,162,33,273,34,,,,,1.0,,0.34,0.0,0.01,0.35,1.09,1.17,5,2,588,69,188,18,25,5,1.04,0.13
Tom Cairney,Fulham,MID,5.0,41,0,1.7,0.0,2,0,756,2,10,0,0,0,0,3,0,1,153.4,195.6,64.0,41.4,0.0,0,0.0,8.2,0,0,0,0,0.0,0.0,0.0,0.0,1.21,0.81,2.02,11.67,6,7,12,42,61,7.26,Knee injury - Expected back 10 Oct,273,126,174,116,265,141,268,130,,,,,,,0.14,0.0,0.1,0.24,1.39,1.19,225,140,202,27,313,136,568,243,0.71,0.24
Justin Kluivert,Bournemouth,MID,6.0,41,0,2.0,1.1,2,0,945,4,19,0,0,0,0,5,0,3,148.0,305.1,135.0,58.8,0.0,0,0.0,6.8,0,0,0,0,0.0,0.0,0.0,0.0,2.31,1.55,3.86,17.96,10,10,9,46,65,6.19,,276,127,124,86,202,112,224,114,3.0,,2.0,,2.0,,0.22,0.0,0.15,0.37,1.71,1.81,74,47,501,197,290,124,182,62,0.95,0.38
Dominic Solanke,Spurs,FWD,6.0,40,0,2.7,1.7,3,0,997,0,21,0,0,0,0,1,0,4,205.0,84.1,339.0,62.7,0.0,0,0.0,6.7,0,0,0,0,0.0,0.0,0.0,0.0,2.97,0.34,3.3,17.8,11,22,16,33,71,6.41,,248,23,249,28,81,23,217,23,,,,,1.0,,0.27,0.0,0.03,0.3,1.61,1.9,61,15,488,46,214,22,142,20,0.99,0.0
Cristhian Mosquera,Arsenal,DEF,5.5,40,0,2.0,11.5,0,0,986,3,8,0,0,0,0,4,0,1,219.2,88.7,20.0,32.9,0.0,0,0.0,7.3,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.63,0.73,9.04,9,32,63,35,95,8.67,,239,90,243,79,310,108,282,93,,,,,,,0.01,0.0,0.06,0.07,0.83,0.73,196,29,455,180,288,110,37,13,0.82,0.27
Lewis Cook,Bournemouth,MID,5.0,40,0,2.2,0.1,0,1,872,1,19,0,0,0,0,1,1,0,206.8,183.8,12.0,40.6,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.52,0.59,14.0,8,25,56,62,143,14.76,,247,111,181,120,324,165,269,131,5.0,,,,,,0.01,0.0,0.05,0.06,1.44,1.96,243,147,220,34,266,111,408,160,0.83,0.1
Lamare Bogarde,Aston Villa,MID,5.0,40,0,1.4,0.1,0,0,1042,2,17,0,0,0,0,5,0,4,133.0,59.4,14.0,20.6,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.38,11,26,34,43,60,5.18,,288,133,277,152,322,164,309,147,,,,,,,0.0,0.0,0.02,0.02,1.33,1.47,354,207,331,94,339,153,473,196,0.95,0.17
Nicolò Savona,Nott'm Forest,DEF,4.5,39,0,2.8,0.0,2,0,1025,3,18,0,0,0,0,2,0,0,216.6,123.2,94.0,43.5,0.0,0,0.0,8.7,0,0,0,0,0.0,0.0,0.0,0.0,1.34,0.45,1.79,15.04,11,20,37,27,57,5.0,Knee injury - Unknown return date,240,91,223,63,239,74,262,87,,,,,,,0.12,0.0,0.04,0.16,1.32,1.58,481,130,159,102,192,80,589,195,0.97,0.26
Josh Acheampong,Chelsea,DEF,4.5,39,0,2.3,0.3,1,0,657,2,13,0,0,0,0,1,0,5,132.6,40.9,70.0,24.4,0.0,0,0.0,8.7,0,0,0,0,0.0,0.0,0.0,0.0,0.62,0.13,0.75,15.66,8,11,33,26,44,6.03,,289,104,296,101,261,84,302,102,,,,,,,0.08,0.0,0.02,0.1,2.15,1.78,506,140,184,112,255,100,319,120,1.1,0.27
Jorge J.Cuenca,Fulham,DEF,4.5,39,0,2.6,0.0,0,0,935,2,11,0,0,0,0,6,0,1,249.6,47.2,14.0,31.2,0.0,0,0.0,8.7,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0.53,0.58,14.7,11,16,101,40,117,11.26,,224,84,289,98,320,115,286,95,,,,,,,0.0,0.0,0.05,0.05,1.41,1.06,452,117,130,89,220,89,547,187,1.06,0.19
Olivier Boscagli,Brighton,DEF,4.5,39,0,3.2,0.2,0,1,799,3,10,0,0,0,0,2,0,4,215.6,82.2,12.0,31.1,0.0,0,0.0,8.7,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0.47,0.52,10.87,9,16,62,54,78,8.79,,242,92,253,83,323,116,287,96,,,,,,,0.01,0.0,0.05,0.06,1.22,1.13,427,97,105,69,139,53,357,135,1.01,0.34
Manuel Ugarte,Man Utd,MID,5.0,38,0,1.7,0.0,0,0,876,1,23,0,0,0,0,1,0,0,167.2,83.6,48.0,29.8,0.0,0,0.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,0.72,0.16,0.88,18.22,8,46,45,51,142,14.59,Knee injury - Unknown return date,263,119,250,141,278,148,289,140,,,,,,,0.07,0.0,0.02,0.09,1.87,2.36,284,169,261,56,314,137,587,258,0.82,0.1
Joe Willock,Newcastle,MID,5.0,38,0,1.6,0.1,0,2,972,3,18,0,0,0,0,3,0,0,145.4,205.8,204.0,55.5,0.0,0,0.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,1.26,1.07,2.33,17.83,10,20,17,52,89,8.24,,278,128,164,110,151,82,233,119,,,,,,,0.12,0.0,0.1,0.22,1.65,1.67,253,154,230,41,322,140,424,170,0.93,0.28
Federico Chiesa,Liverpool,MID,5.5,37,0,1.4,0.2,2,1,317,0,9,0,0,0,0,3,0,0,122.0,47.5,182.0,34.9,0.0,0,0.0,6.7,0,0,0,0,0.0,0.0,0.0,0.0,1.45,0.61,2.06,6.5,1,8,13,9,30,8.52,,292,135,287,155,172,91,278,136,,,,,,,0.41,0.0,0.17,0.58,1.85,2.56,143,89,402,140,340,154,385,143,0.28,0.0
Aaron Hickey,Brentford,DEF,4.5,37,0,1.8,0.1,0,0,679,2,9,0,0,0,0,1,0,0,101.4,17.1,43.0,16.0,0.0,0,0.0,8.2,0,0,0,0,0.0,0.0,0.0,0.0,0.44,0.17,0.61,9.03,8,15,36,35,51,6.76,,304,109,328,114,281,91,320,109,,,,,,,0.06,0.0,0.02,0.08,1.2,1.19,466,125,144,97,301,112,477,163,1.06,0.27
Justin Devenny,Crystal Palace,MID,5.0,36,0,1.7,0.0,1,0,785,1,15,0,0,0,0,0,0,0,115.0,101.8,168.0,38.4,0.0,0,0.0,7.2,0,0,0,0,0.0,0.0,0.0,0.0,2.38,0.39,2.77,14.71,7,25,13,34,72,8.25,,297,136,238,139,179,97,271,132,,,2.0,,3.0,,0.27,0.0,0.04,0.31,1.69,1.72,329,191,306,78,315,138,567,242,0.8,0.11
Kai Havertz,Arsenal,FWD,7.5,36,0,3.0,4.4,2,3,577,4,4,0,0,0,0,1,0,3,152.6,134.6,210.0,49.9,0.0,0,0.0,4.8,0,0,0,0,0.0,0.0,0.0,0.0,3.31,0.64,3.95,6.68,7,8,10,14,32,4.99,,274,27,211,23,145,32,245,27,,,,,,,0.52,0.0,0.1,0.62,1.04,0.62,14,5,572,63,177,17,78,12,1.09,0.62
Merlin Röhl,Everton,MID,5.0,36,0,2.2,0.1,1,1,675,2,13,0,0,0,0,0,0,2,113.0,87.4,62.0,26.3,0.0,0,0.0,7.2,0,0,0,0,0.0,0.0,0.0,0.0,0.67,0.35,1.02,13.31,6,25,15,28,68,9.07,,300,138,245,140,269,144,300,144,,,,,,,0.09,0.0,0.05,0.14,1.77,1.73,350,203,327,90,270,115,478,198,0.8,0.27
Rodrigo Muniz,Fulham,FWD,5.5,36,0,1.7,0.6,1,1,987,3,13,1,0,0,0,2,0,3,113.2,93.2,287.0,47.3,0.0,0,0.0,6.5,0,0,0,0,0.0,0.0,0.0,0.0,3.3,0.15,3.45,13.83,10,8,29,15,52,4.74,,299,33,242,25,103,24,253,31,,,,,,,0.3,0.0,0.01,0.31,1.26,1.19,150,36,409,32,317,33,239,40,0.91,0.27
Chris Rigg,Sunderland,MID,5.0,36,0,2.0,0.1,1,1,758,3,11,0,0,0,0,1,0,1,114.6,142.8,103.0,36.0,0.0,0,0.0,7.2,0,0,0,0,0.0,0.0,0.0,0.0,0.86,0.93,1.79,12.46,11,13,15,29,57,6.77,,298,137,207,131,231,124,276,134,,,,,,,0.1,0.0,0.11,0.21,1.48,1.31,371,221,348,108,287,122,459,188,1.31,0.36
Charalampos Kostoulas,Brighton,FWD,5.5,35,0,1.7,0.2,2,1,351,1,9,0,0,0,0,2,0,3,143.6,126.5,255.0,52.4,0.0,0,0.0,6.4,0,0,0,0,0.0,0.0,0.0,0.0,2.12,0.54,2.66,6.04,2,11,5,25,41,10.51,,279,29,220,24,114,29,240,26,,,,,,,0.54,0.0,0.14,0.68,1.55,2.31,222,46,481,42,318,34,331,55,0.51,0.26
Giorgi Mamardashvili,Liverpool,GKP,5.0,34,0,3.4,0.2,0,0,867,2,18,0,1,0,34,0,0,2,275.6,0.0,0.0,27.5,0.0,0,0.0,6.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29,10,1,10,76,0,0.0,,215,20,521,63,518,61,293,20,,,,,,,0.0,3.53,0.0,0.0,1.38,1.87,305,16,282,58,112,14,382,41,1.04,0.21
Tosin Tosin,Chelsea,DEF,4.5,34,0,2.1,0.2,0,0,788,2,14,0,0,0,0,2,0,2,240.4,33.3,19.0,29.3,0.0,0,0.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,0.11,0.4,0.5,13.25,8,17,80,22,97,11.08,,226,85,305,104,311,109,290,97,,,,,,,0.01,0.0,0.05,0.06,1.51,1.6,406,84,84,56,272,103,355,134,0.91,0.23
Simon Adingra,Sunderland,MID,5.0,34,0,2.4,0.3,1,1,649,4,8,0,0,0,0,2,0,3,81.4,116.8,75.0,27.0,0.0,0,0.0,6.8,0,0,0,0,0.0,0.0,0.0,0.0,0.35,0.62,0.97,11.3,9,11,13,21,45,6.24,,315,143,225,137,254,136,298,143,,,,,,,0.05,0.0,0.09,0.14,1.57,1.11,358,210,335,97,248,101,316,107,1.25,0.55
Joe Gomez,Liverpool,DEF,5.0,33,0,1.6,0.0,0,2,594,2,14,0,0,0,0,4,0,2,122.8,77.8,31.0,23.2,0.0,0,0.0,6.6,0,0,0,0,0.0,0.0,0.0,0.0,0.28,0.64,0.92,9.31,7,10,36,20,46,6.97,Muscular injury - Unknown return date,291,105,259,86,298,101,305,104,,,,,,,0.04,0.0,0.1,0.14,1.41,2.12,247,40,224,123,321,117,524,175,1.06,0.3
Jarrad Branthwaite,Everton,DEF,5.5,32,0,3.2,1.8,1,1,678,1,9,0,0,0,0,1,0,0,175.0,42.8,75.0,29.3,0.0,0,0.0,5.8,0,0,0,0,0.0,0.0,0.0,0.0,0.34,0.11,0.45,9.43,7,14,53,30,67,8.89,,261,98,295,100,255,80,291,98,,,,,,,0.05,0.0,0.01,0.06,1.25,1.19,184,27,443,178,149,59,138,58,0.93,0.13
Wilfried Gnonto,Leeds,MID,5.0,32,0,1.4,0.1,0,3,521,1,14,0,0,0,0,3,0,0,85.2,129.3,61.0,27.5,0.0,0,0.0,6.4,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.77,1.17,11.99,4,18,15,26,59,10.19,Hamstring injury - 25% chance of playing,313,142,218,135,270,145,294,141,,,,,,,0.07,0.0,0.13,0.2,2.07,2.42,336,196,313,83,336,150,455,185,0.69,0.17
Issa Diop,Ipswich Town,DEF,4.0,31,0,2.4,18.2,1,0,812,1,13,0,0,0,0,2,0,3,190.8,8.0,31.0,23.0,0.0,0,0.0,7.8,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.05,0.85,12.42,8,6,55,19,61,6.76,,255,96,345,119,297,100,306,105,,,,,,,0.09,0.0,0.01,0.1,1.38,1.44,549,161,27,16,242,98,21,7,0.89,0.11
Ryan Yates,Nott'm Forest,MID,4.5,30,0,1.4,5.6,0,2,602,0,7,0,0,0,0,3,0,0,139.0,79.7,55.0,27.2,0.0,0,0.0,6.7,0,0,0,0,0.0,0.0,0.0,0.0,0.49,0.37,0.86,8.56,2,16,35,18,69,10.32,Unspecified injury - 75% chance of playing,284,131,257,143,273,146,295,142,,,,,,,0.07,0.0,0.06,0.13,1.28,1.05,428,241,106,5,333,149,66,23,0.3,0.0
Victor Lindelöf,Aston Villa,DEF,4.5,29,0,1.7,0.2,0,1,942,1,15,0,0,0,0,0,0,0,167.8,36.6,22.0,22.7,0.0,0,0.0,6.4,0,0,0,0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,15.93,11,7,47,19,54,5.16,,262,99,302,103,307,106,307,106,,,,,,,0.03,0.0,0.01,0.04,1.52,1.43,421,92,99,64,311,114,337,127,1.05,0.1
Myles Lewis-Skelly,Arsenal,MID,5.5,29,0,1.4,0.5,0,0,697,2,8,0,0,0,0,3,0,0,73.2,74.6,29.0,17.6,0.0,0,0.0,5.3,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,9.01,5,8,17,30,25,3.23,,318,144,262,145,302,157,315,150,,,,,,,0.01,0.0,0.03,0.04,1.16,1.03,194,120,453,171,341,155,257,82,0.65,0.26
Destiny Udogie,Spurs,DEF,4.5,29,0,1.4,0.5,0,1,1335,1,25,0,0,0,0,4,0,1,207.2,187.0,103.0,49.8,0.0,0,0.0,6.4,0,0,0,0,0.0,0.0,0.0,0.0,0.18,0.72,0.9,19.15,14,31,37,70,68,4.58,,246,94,179,44,230,69,246,79,,,,,,,0.01,0.0,0.05,0.06,1.29,1.69,471,127,149,99,334,119,265,99,0.94,0.07
Carlos Alcaraz,Everton,MID,5.0,29,0,1.4,0.1,0,1,679,3,10,0,0,0,0,4,0,0,93.8,161.9,162.0,41.8,0.0,0,0.0,5.8,0,0,0,0,0.0,0.0,0.0,0.0,1.17,0.54,1.71,13.56,6,14,13,43,70,9.28,,308,139,188,124,186,102,266,128,,,,,,,0.16,0.0,0.07,0.23,1.8,1.33,345,201,322,88,338,152,456,186,0.8,0.4
Enes Enes Ünal,Bournemouth,FWD,5.5,27,0,1.2,0.1,1,0,214,0,3,0,0,0,0,1,0,1,70.2,25.0,104.0,19.1,0.0,0,0.0,4.9,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.07,2.07,6.16,0,1,15,7,23,9.67,Has joined Getafe permanently,322,35,315,40,229,38,311,37,,,,,,,0.84,0.0,0.03,0.87,2.59,1.26,119,29,378,25,350,40,426,63,0.0,0.0
Yoane Wissa,Newcastle,FWD,6.0,27,0,1.4,1.6,1,1,517,1,11,0,0,0,0,3,0,0,58.0,46.7,163.0,25.5,0.0,0,0.0,4.5,0,0,0,0,0.0,0.0,0.0,0.0,3.13,0.54,3.67,9.97,4,5,3,14,22,3.83,,331,38,291,35,185,35,301,36,,,,,3.0,,0.54,0.0,0.09,0.63,1.74,1.91,72,19,499,50,342,37,149,23,0.7,0.17
Dilane Bakwa,Nott'm Forest,MID,5.5,26,0,1.9,0.0,0,2,549,2,10,0,0,0,0,1,0,1,86.4,178.8,95.0,35.6,0.0,0,0.0,4.7,0,0,0,0,0.0,0.0,0.0,0.0,0.54,1.01,1.55,10.94,6,4,3,28,35,5.74,,312,141,184,121,238,127,277,135,,,,,,,0.09,0.0,0.17,0.26,1.79,1.64,181,111,440,162,294,126,556,234,0.98,0.33
